timestamp,open,high,low,close,order_book
2025-04-14 00:12:00,129.17,129.4,129.16,129.33,"{""timestamp"": ""2025-04-14T00:12:00"", ""bids"": [{""price"": 129.16, ""qty"": 1.0}], ""asks"": [{""price"": 129.4, ""qty"": 1.0}], ""last_price"": 129.33, ""volume"": 100.0}"
2025-04-14 00:13:00,129.33,129.54,129.27,129.52,"{""timestamp"": ""2025-04-14T00:13:00"", ""bids"": [{""price"": 129.27, ""qty"": 1.0}], ""asks"": [{""price"": 129.54, ""qty"": 1.0}], ""last_price"": 129.52, ""volume"": 100.0}"
2025-04-14 00:14:00,129.53,129.63,129.38,129.45,"{""timestamp"": ""2025-04-14T00:14:00"", ""bids"": [{""price"": 129.38, ""qty"": 1.0}], ""asks"": [{""price"": 129.63, ""qty"": 1.0}], ""last_price"": 129.45, ""volume"": 100.0}"
2025-04-14 00:15:00,129.46,129.63,129.41,129.59,"{""timestamp"": ""2025-04-14T00:15:00"", ""bids"": [{""price"": 129.41, ""qty"": 1.0}], ""asks"": [{""price"": 129.63, ""qty"": 1.0}], ""last_price"": 129.59, ""volume"": 100.0}"
2025-04-14 00:16:00,129.59,129.87,129.58,129.64,"{""timestamp"": ""2025-04-14T00:16:00"", ""bids"": [{""price"": 129.58, ""qty"": 1.0}], ""asks"": [{""price"": 129.87, ""qty"": 1.0}], ""last_price"": 129.64, ""volume"": 100.0}"
2025-04-14 00:17:00,129.63,129.63,129.41,129.45,"{""timestamp"": ""2025-04-14T00:17:00"", ""bids"": [{""price"": 129.41, ""qty"": 1.0}], ""asks"": [{""price"": 129.63, ""qty"": 1.0}], ""last_price"": 129.45, ""volume"": 100.0}"
2025-04-14 00:18:00,129.45,130.13,129.44,129.93,"{""timestamp"": ""2025-04-14T00:18:00"", ""bids"": [{""price"": 129.44, ""qty"": 1.0}], ""asks"": [{""price"": 130.13, ""qty"": 1.0}], ""last_price"": 129.93, ""volume"": 100.0}"
2025-04-14 00:19:00,129.93,130.24,129.91,130.08,"{""timestamp"": ""2025-04-14T00:19:00"", ""bids"": [{""price"": 129.91, ""qty"": 1.0}], ""asks"": [{""price"": 130.24, ""qty"": 1.0}], ""last_price"": 130.08, ""volume"": 100.0}"
2025-04-14 00:20:00,130.08,130.99,130.08,130.77,"{""timestamp"": ""2025-04-14T00:20:00"", ""bids"": [{""price"": 130.08, ""qty"": 1.0}], ""asks"": [{""price"": 130.99, ""qty"": 1.0}], ""last_price"": 130.77, ""volume"": 100.0}"
2025-04-14 00:21:00,130.77,131.14,130.73,131.12,"{""timestamp"": ""2025-04-14T00:21:00"", ""bids"": [{""price"": 130.73, ""qty"": 1.0}], ""asks"": [{""price"": 131.14, ""qty"": 1.0}], ""last_price"": 131.12, ""volume"": 100.0}"
2025-04-14 00:22:00,131.11,131.68,131.09,131.4,"{""timestamp"": ""2025-04-14T00:22:00"", ""bids"": [{""price"": 131.09, ""qty"": 1.0}], ""asks"": [{""price"": 131.68, ""qty"": 1.0}], ""last_price"": 131.4, ""volume"": 100.0}"
2025-04-14 00:23:00,131.4,131.6,130.94,131.0,"{""timestamp"": ""2025-04-14T00:23:00"", ""bids"": [{""price"": 130.94, ""qty"": 1.0}], ""asks"": [{""price"": 131.6, ""qty"": 1.0}], ""last_price"": 131.0, ""volume"": 100.0}"
2025-04-14 00:24:00,130.99,131.16,130.97,130.98,"{""timestamp"": ""2025-04-14T00:24:00"", ""bids"": [{""price"": 130.97, ""qty"": 1.0}], ""asks"": [{""price"": 131.16, ""qty"": 1.0}], ""last_price"": 130.98, ""volume"": 100.0}"
2025-04-14 00:25:00,130.97,131.13,130.14,130.42,"{""timestamp"": ""2025-04-14T00:25:00"", ""bids"": [{""price"": 130.14, ""qty"": 1.0}], ""asks"": [{""price"": 131.13, ""qty"": 1.0}], ""last_price"": 130.42, ""volume"": 100.0}"
2025-04-14 00:26:00,130.43,130.61,130.34,130.56,"{""timestamp"": ""2025-04-14T00:26:00"", ""bids"": [{""price"": 130.34, ""qty"": 1.0}], ""asks"": [{""price"": 130.61, ""qty"": 1.0}], ""last_price"": 130.56, ""volume"": 100.0}"
2025-04-14 00:27:00,130.57,131.27,130.56,130.96,"{""timestamp"": ""2025-04-14T00:27:00"", ""bids"": [{""price"": 130.56, ""qty"": 1.0}], ""asks"": [{""price"": 131.27, ""qty"": 1.0}], ""last_price"": 130.96, ""volume"": 100.0}"
2025-04-14 00:28:00,130.95,131.19,130.94,131.09,"{""timestamp"": ""2025-04-14T00:28:00"", ""bids"": [{""price"": 130.94, ""qty"": 1.0}], ""asks"": [{""price"": 131.19, ""qty"": 1.0}], ""last_price"": 131.09, ""volume"": 100.0}"
2025-04-14 00:29:00,131.08,131.2,130.87,130.99,"{""timestamp"": ""2025-04-14T00:29:00"", ""bids"": [{""price"": 130.87, ""qty"": 1.0}], ""asks"": [{""price"": 131.2, ""qty"": 1.0}], ""last_price"": 130.99, ""volume"": 100.0}"
2025-04-14 00:30:00,131.0,131.14,130.89,130.96,"{""timestamp"": ""2025-04-14T00:30:00"", ""bids"": [{""price"": 130.89, ""qty"": 1.0}], ""asks"": [{""price"": 131.14, ""qty"": 1.0}], ""last_price"": 130.96, ""volume"": 100.0}"
2025-04-14 00:31:00,130.95,131.2,130.87,130.88,"{""timestamp"": ""2025-04-14T00:31:00"", ""bids"": [{""price"": 130.87, ""qty"": 1.0}], ""asks"": [{""price"": 131.2, ""qty"": 1.0}], ""last_price"": 130.88, ""volume"": 100.0}"
2025-04-14 00:32:00,130.87,130.96,130.63,130.66,"{""timestamp"": ""2025-04-14T00:32:00"", ""bids"": [{""price"": 130.63, ""qty"": 1.0}], ""asks"": [{""price"": 130.96, ""qty"": 1.0}], ""last_price"": 130.66, ""volume"": 100.0}"
2025-04-14 00:33:00,130.66,130.8,130.6,130.64,"{""timestamp"": ""2025-04-14T00:33:00"", ""bids"": [{""price"": 130.6, ""qty"": 1.0}], ""asks"": [{""price"": 130.8, ""qty"": 1.0}], ""last_price"": 130.64, ""volume"": 100.0}"
2025-04-14 00:34:00,130.63,130.75,130.46,130.48,"{""timestamp"": ""2025-04-14T00:34:00"", ""bids"": [{""price"": 130.46, ""qty"": 1.0}], ""asks"": [{""price"": 130.75, ""qty"": 1.0}], ""last_price"": 130.48, ""volume"": 100.0}"
2025-04-14 00:35:00,130.47,130.6,130.2,130.21,"{""timestamp"": ""2025-04-14T00:35:00"", ""bids"": [{""price"": 130.2, ""qty"": 1.0}], ""asks"": [{""price"": 130.6, ""qty"": 1.0}], ""last_price"": 130.21, ""volume"": 100.0}"
2025-04-14 00:36:00,130.2,130.22,129.95,130.13,"{""timestamp"": ""2025-04-14T00:36:00"", ""bids"": [{""price"": 129.95, ""qty"": 1.0}], ""asks"": [{""price"": 130.22, ""qty"": 1.0}], ""last_price"": 130.13, ""volume"": 100.0}"
2025-04-14 00:37:00,130.13,130.36,130.04,130.16,"{""timestamp"": ""2025-04-14T00:37:00"", ""bids"": [{""price"": 130.04, ""qty"": 1.0}], ""asks"": [{""price"": 130.36, ""qty"": 1.0}], ""last_price"": 130.16, ""volume"": 100.0}"
2025-04-14 00:38:00,130.16,130.46,130.15,130.33,"{""timestamp"": ""2025-04-14T00:38:00"", ""bids"": [{""price"": 130.15, ""qty"": 1.0}], ""asks"": [{""price"": 130.46, ""qty"": 1.0}], ""last_price"": 130.33, ""volume"": 100.0}"
2025-04-14 00:39:00,130.32,130.81,130.32,130.79,"{""timestamp"": ""2025-04-14T00:39:00"", ""bids"": [{""price"": 130.32, ""qty"": 1.0}], ""asks"": [{""price"": 130.81, ""qty"": 1.0}], ""last_price"": 130.79, ""volume"": 100.0}"
2025-04-14 00:40:00,130.79,130.94,130.75,130.92,"{""timestamp"": ""2025-04-14T00:40:00"", ""bids"": [{""price"": 130.75, ""qty"": 1.0}], ""asks"": [{""price"": 130.94, ""qty"": 1.0}], ""last_price"": 130.92, ""volume"": 100.0}"
2025-04-14 00:41:00,130.92,131.35,130.58,130.76,"{""timestamp"": ""2025-04-14T00:41:00"", ""bids"": [{""price"": 130.58, ""qty"": 1.0}], ""asks"": [{""price"": 131.35, ""qty"": 1.0}], ""last_price"": 130.76, ""volume"": 100.0}"
2025-04-14 00:42:00,130.76,131.05,130.76,130.91,"{""timestamp"": ""2025-04-14T00:42:00"", ""bids"": [{""price"": 130.76, ""qty"": 1.0}], ""asks"": [{""price"": 131.05, ""qty"": 1.0}], ""last_price"": 130.91, ""volume"": 100.0}"
2025-04-14 00:43:00,130.9,130.98,130.85,130.88,"{""timestamp"": ""2025-04-14T00:43:00"", ""bids"": [{""price"": 130.85, ""qty"": 1.0}], ""asks"": [{""price"": 130.98, ""qty"": 1.0}], ""last_price"": 130.88, ""volume"": 100.0}"
2025-04-14 00:44:00,130.88,131.25,130.88,131.11,"{""timestamp"": ""2025-04-14T00:44:00"", ""bids"": [{""price"": 130.88, ""qty"": 1.0}], ""asks"": [{""price"": 131.25, ""qty"": 1.0}], ""last_price"": 131.11, ""volume"": 100.0}"
2025-04-14 00:45:00,131.11,131.23,130.77,130.78,"{""timestamp"": ""2025-04-14T00:45:00"", ""bids"": [{""price"": 130.77, ""qty"": 1.0}], ""asks"": [{""price"": 131.23, ""qty"": 1.0}], ""last_price"": 130.78, ""volume"": 100.0}"
2025-04-14 00:46:00,130.78,130.96,130.65,130.86,"{""timestamp"": ""2025-04-14T00:46:00"", ""bids"": [{""price"": 130.65, ""qty"": 1.0}], ""asks"": [{""price"": 130.96, ""qty"": 1.0}], ""last_price"": 130.86, ""volume"": 100.0}"
2025-04-14 00:47:00,130.85,130.99,130.75,130.75,"{""timestamp"": ""2025-04-14T00:47:00"", ""bids"": [{""price"": 130.75, ""qty"": 1.0}], ""asks"": [{""price"": 130.99, ""qty"": 1.0}], ""last_price"": 130.75, ""volume"": 100.0}"
2025-04-14 00:48:00,130.76,131.18,130.65,131.13,"{""timestamp"": ""2025-04-14T00:48:00"", ""bids"": [{""price"": 130.65, ""qty"": 1.0}], ""asks"": [{""price"": 131.18, ""qty"": 1.0}], ""last_price"": 131.13, ""volume"": 100.0}"
2025-04-14 00:49:00,131.12,131.19,130.96,131.02,"{""timestamp"": ""2025-04-14T00:49:00"", ""bids"": [{""price"": 130.96, ""qty"": 1.0}], ""asks"": [{""price"": 131.19, ""qty"": 1.0}], ""last_price"": 131.02, ""volume"": 100.0}"
2025-04-14 00:50:00,131.01,131.06,130.73,130.79,"{""timestamp"": ""2025-04-14T00:50:00"", ""bids"": [{""price"": 130.73, ""qty"": 1.0}], ""asks"": [{""price"": 131.06, ""qty"": 1.0}], ""last_price"": 130.79, ""volume"": 100.0}"
2025-04-14 00:51:00,130.8,130.91,130.71,130.84,"{""timestamp"": ""2025-04-14T00:51:00"", ""bids"": [{""price"": 130.71, ""qty"": 1.0}], ""asks"": [{""price"": 130.91, ""qty"": 1.0}], ""last_price"": 130.84, ""volume"": 100.0}"
2025-04-14 00:52:00,130.84,130.97,130.71,130.76,"{""timestamp"": ""2025-04-14T00:52:00"", ""bids"": [{""price"": 130.71, ""qty"": 1.0}], ""asks"": [{""price"": 130.97, ""qty"": 1.0}], ""last_price"": 130.76, ""volume"": 100.0}"
2025-04-14 00:53:00,130.76,130.96,130.75,130.84,"{""timestamp"": ""2025-04-14T00:53:00"", ""bids"": [{""price"": 130.75, ""qty"": 1.0}], ""asks"": [{""price"": 130.96, ""qty"": 1.0}], ""last_price"": 130.84, ""volume"": 100.0}"
2025-04-14 00:54:00,130.84,130.84,130.5,130.54,"{""timestamp"": ""2025-04-14T00:54:00"", ""bids"": [{""price"": 130.5, ""qty"": 1.0}], ""asks"": [{""price"": 130.84, ""qty"": 1.0}], ""last_price"": 130.54, ""volume"": 100.0}"
2025-04-14 00:55:00,130.54,130.54,130.1,130.15,"{""timestamp"": ""2025-04-14T00:55:00"", ""bids"": [{""price"": 130.1, ""qty"": 1.0}], ""asks"": [{""price"": 130.54, ""qty"": 1.0}], ""last_price"": 130.15, ""volume"": 100.0}"
2025-04-14 00:56:00,130.15,130.39,130.01,130.37,"{""timestamp"": ""2025-04-14T00:56:00"", ""bids"": [{""price"": 130.01, ""qty"": 1.0}], ""asks"": [{""price"": 130.39, ""qty"": 1.0}], ""last_price"": 130.37, ""volume"": 100.0}"
2025-04-14 00:57:00,130.36,130.36,130.1,130.21,"{""timestamp"": ""2025-04-14T00:57:00"", ""bids"": [{""price"": 130.1, ""qty"": 1.0}], ""asks"": [{""price"": 130.36, ""qty"": 1.0}], ""last_price"": 130.21, ""volume"": 100.0}"
2025-04-14 00:58:00,130.2,130.27,130.13,130.18,"{""timestamp"": ""2025-04-14T00:58:00"", ""bids"": [{""price"": 130.13, ""qty"": 1.0}], ""asks"": [{""price"": 130.27, ""qty"": 1.0}], ""last_price"": 130.18, ""volume"": 100.0}"
2025-04-14 00:59:00,130.19,130.27,130.15,130.27,"{""timestamp"": ""2025-04-14T00:59:00"", ""bids"": [{""price"": 130.15, ""qty"": 1.0}], ""asks"": [{""price"": 130.27, ""qty"": 1.0}], ""last_price"": 130.27, ""volume"": 100.0}"
2025-04-14 01:00:00,130.27,130.55,130.18,130.53,"{""timestamp"": ""2025-04-14T01:00:00"", ""bids"": [{""price"": 130.18, ""qty"": 1.0}], ""asks"": [{""price"": 130.55, ""qty"": 1.0}], ""last_price"": 130.53, ""volume"": 100.0}"
2025-04-14 01:01:00,130.53,130.77,130.51,130.64,"{""timestamp"": ""2025-04-14T01:01:00"", ""bids"": [{""price"": 130.51, ""qty"": 1.0}], ""asks"": [{""price"": 130.77, ""qty"": 1.0}], ""last_price"": 130.64, ""volume"": 100.0}"
2025-04-14 01:02:00,130.64,130.78,130.44,130.77,"{""timestamp"": ""2025-04-14T01:02:00"", ""bids"": [{""price"": 130.44, ""qty"": 1.0}], ""asks"": [{""price"": 130.78, ""qty"": 1.0}], ""last_price"": 130.77, ""volume"": 100.0}"
2025-04-14 01:03:00,130.78,130.89,130.64,130.84,"{""timestamp"": ""2025-04-14T01:03:00"", ""bids"": [{""price"": 130.64, ""qty"": 1.0}], ""asks"": [{""price"": 130.89, ""qty"": 1.0}], ""last_price"": 130.84, ""volume"": 100.0}"
2025-04-14 01:04:00,130.84,130.92,130.48,130.65,"{""timestamp"": ""2025-04-14T01:04:00"", ""bids"": [{""price"": 130.48, ""qty"": 1.0}], ""asks"": [{""price"": 130.92, ""qty"": 1.0}], ""last_price"": 130.65, ""volume"": 100.0}"
2025-04-14 01:05:00,130.65,130.69,130.21,130.35,"{""timestamp"": ""2025-04-14T01:05:00"", ""bids"": [{""price"": 130.21, ""qty"": 1.0}], ""asks"": [{""price"": 130.69, ""qty"": 1.0}], ""last_price"": 130.35, ""volume"": 100.0}"
2025-04-14 01:06:00,130.34,130.49,130.2,130.48,"{""timestamp"": ""2025-04-14T01:06:00"", ""bids"": [{""price"": 130.2, ""qty"": 1.0}], ""asks"": [{""price"": 130.49, ""qty"": 1.0}], ""last_price"": 130.48, ""volume"": 100.0}"
2025-04-14 01:07:00,130.48,130.91,130.41,130.89,"{""timestamp"": ""2025-04-14T01:07:00"", ""bids"": [{""price"": 130.41, ""qty"": 1.0}], ""asks"": [{""price"": 130.91, ""qty"": 1.0}], ""last_price"": 130.89, ""volume"": 100.0}"
2025-04-14 01:08:00,130.89,131.05,130.73,130.81,"{""timestamp"": ""2025-04-14T01:08:00"", ""bids"": [{""price"": 130.73, ""qty"": 1.0}], ""asks"": [{""price"": 131.05, ""qty"": 1.0}], ""last_price"": 130.81, ""volume"": 100.0}"
2025-04-14 01:09:00,130.82,131.17,130.78,131.11,"{""timestamp"": ""2025-04-14T01:09:00"", ""bids"": [{""price"": 130.78, ""qty"": 1.0}], ""asks"": [{""price"": 131.17, ""qty"": 1.0}], ""last_price"": 131.11, ""volume"": 100.0}"
2025-04-14 01:10:00,131.1,131.16,130.82,130.87,"{""timestamp"": ""2025-04-14T01:10:00"", ""bids"": [{""price"": 130.82, ""qty"": 1.0}], ""asks"": [{""price"": 131.16, ""qty"": 1.0}], ""last_price"": 130.87, ""volume"": 100.0}"
2025-04-14 01:11:00,130.86,131.09,130.79,131.0,"{""timestamp"": ""2025-04-14T01:11:00"", ""bids"": [{""price"": 130.79, ""qty"": 1.0}], ""asks"": [{""price"": 131.09, ""qty"": 1.0}], ""last_price"": 131.0, ""volume"": 100.0}"
2025-04-14 01:12:00,131.0,131.07,130.87,130.91,"{""timestamp"": ""2025-04-14T01:12:00"", ""bids"": [{""price"": 130.87, ""qty"": 1.0}], ""asks"": [{""price"": 131.07, ""qty"": 1.0}], ""last_price"": 130.91, ""volume"": 100.0}"
2025-04-14 01:13:00,130.91,131.05,130.73,130.96,"{""timestamp"": ""2025-04-14T01:13:00"", ""bids"": [{""price"": 130.73, ""qty"": 1.0}], ""asks"": [{""price"": 131.05, ""qty"": 1.0}], ""last_price"": 130.96, ""volume"": 100.0}"
2025-04-14 01:14:00,130.96,131.35,130.89,131.14,"{""timestamp"": ""2025-04-14T01:14:00"", ""bids"": [{""price"": 130.89, ""qty"": 1.0}], ""asks"": [{""price"": 131.35, ""qty"": 1.0}], ""last_price"": 131.14, ""volume"": 100.0}"
2025-04-14 01:15:00,131.13,131.59,131.1,131.57,"{""timestamp"": ""2025-04-14T01:15:00"", ""bids"": [{""price"": 131.1, ""qty"": 1.0}], ""asks"": [{""price"": 131.59, ""qty"": 1.0}], ""last_price"": 131.57, ""volume"": 100.0}"
2025-04-14 01:16:00,131.56,131.62,131.11,131.14,"{""timestamp"": ""2025-04-14T01:16:00"", ""bids"": [{""price"": 131.11, ""qty"": 1.0}], ""asks"": [{""price"": 131.62, ""qty"": 1.0}], ""last_price"": 131.14, ""volume"": 100.0}"
2025-04-14 01:17:00,131.14,131.15,130.84,130.87,"{""timestamp"": ""2025-04-14T01:17:00"", ""bids"": [{""price"": 130.84, ""qty"": 1.0}], ""asks"": [{""price"": 131.15, ""qty"": 1.0}], ""last_price"": 130.87, ""volume"": 100.0}"
2025-04-14 01:18:00,130.87,130.94,130.76,130.78,"{""timestamp"": ""2025-04-14T01:18:00"", ""bids"": [{""price"": 130.76, ""qty"": 1.0}], ""asks"": [{""price"": 130.94, ""qty"": 1.0}], ""last_price"": 130.78, ""volume"": 100.0}"
2025-04-14 01:19:00,130.79,131.0,130.77,130.82,"{""timestamp"": ""2025-04-14T01:19:00"", ""bids"": [{""price"": 130.77, ""qty"": 1.0}], ""asks"": [{""price"": 131.0, ""qty"": 1.0}], ""last_price"": 130.82, ""volume"": 100.0}"
2025-04-14 01:20:00,130.83,131.09,130.79,131.08,"{""timestamp"": ""2025-04-14T01:20:00"", ""bids"": [{""price"": 130.79, ""qty"": 1.0}], ""asks"": [{""price"": 131.09, ""qty"": 1.0}], ""last_price"": 131.08, ""volume"": 100.0}"
2025-04-14 01:21:00,131.08,131.18,130.94,131.01,"{""timestamp"": ""2025-04-14T01:21:00"", ""bids"": [{""price"": 130.94, ""qty"": 1.0}], ""asks"": [{""price"": 131.18, ""qty"": 1.0}], ""last_price"": 131.01, ""volume"": 100.0}"
2025-04-14 01:22:00,131.02,131.02,130.8,130.95,"{""timestamp"": ""2025-04-14T01:22:00"", ""bids"": [{""price"": 130.8, ""qty"": 1.0}], ""asks"": [{""price"": 131.02, ""qty"": 1.0}], ""last_price"": 130.95, ""volume"": 100.0}"
2025-04-14 01:23:00,130.96,130.96,130.8,130.93,"{""timestamp"": ""2025-04-14T01:23:00"", ""bids"": [{""price"": 130.8, ""qty"": 1.0}], ""asks"": [{""price"": 130.96, ""qty"": 1.0}], ""last_price"": 130.93, ""volume"": 100.0}"
2025-04-14 01:24:00,130.94,131.12,130.93,131.03,"{""timestamp"": ""2025-04-14T01:24:00"", ""bids"": [{""price"": 130.93, ""qty"": 1.0}], ""asks"": [{""price"": 131.12, ""qty"": 1.0}], ""last_price"": 131.03, ""volume"": 100.0}"
2025-04-14 01:25:00,131.03,131.23,130.96,131.23,"{""timestamp"": ""2025-04-14T01:25:00"", ""bids"": [{""price"": 130.96, ""qty"": 1.0}], ""asks"": [{""price"": 131.23, ""qty"": 1.0}], ""last_price"": 131.23, ""volume"": 100.0}"
2025-04-14 01:26:00,131.23,131.24,130.87,130.87,"{""timestamp"": ""2025-04-14T01:26:00"", ""bids"": [{""price"": 130.87, ""qty"": 1.0}], ""asks"": [{""price"": 131.24, ""qty"": 1.0}], ""last_price"": 130.87, ""volume"": 100.0}"
